id,bImg,sImg,price,regName,address,intr,shopprice,commonname,per,bins,sales
51,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,565,蒲地蓝消炎口服液,国药准字Z2069565145（国家食药局查询）,江苏济川制药有限公司,260
52,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 55g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,591,固肠止泻丸,国药准字Z2110555846（国家食药局查询）,陕西中医学院制药厂,265
53,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,617,蒲地蓝消炎口服液,国药准字Z2151546547（国家食药局查询）,江苏济川制药有限公司,270
54,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 56g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,643,固肠止泻丸,国药准字Z2192537248（国家食药局查询）,陕西中医学院制药厂,275
55,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,669,蒲地蓝消炎口服液,国药准字Z2233527949（国家食药局查询）,江苏济川制药有限公司,280
56,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 57g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,695,固肠止泻丸,国药准字Z2274518650（国家食药局查询）,陕西中医学院制药厂,285
57,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,721,蒲地蓝消炎口服液,国药准字Z2315509351（国家食药局查询）,江苏济川制药有限公司,290
58,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 58g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,747,固肠止泻丸,国药准字Z2356500052（国家食药局查询）,陕西中医学院制药厂,295
59,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,773,蒲地蓝消炎口服液,国药准字Z2397490753（国家食药局查询）,江苏济川制药有限公司,300
60,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 59g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,799,固肠止泻丸,国药准字Z2438481454（国家食药局查询）,陕西中医学院制药厂,305
61,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,825,蒲地蓝消炎口服液,国药准字Z2479472155（国家食药局查询）,江苏济川制药有限公司,310
62,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 60g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,851,固肠止泻丸,国药准字Z2520462856（国家食药局查询）,陕西中医学院制药厂,315
63,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,877,蒲地蓝消炎口服液,国药准字Z2561453557（国家食药局查询）,江苏济川制药有限公司,320
64,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 61g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,903,固肠止泻丸,国药准字Z2602444258（国家食药局查询）,陕西中医学院制药厂,325
65,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,929,蒲地蓝消炎口服液,国药准字Z2643434959（国家食药局查询）,江苏济川制药有限公司,330
66,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 62g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,955,固肠止泻丸,国药准字Z2684425660（国家食药局查询）,陕西中医学院制药厂,335
67,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,981,蒲地蓝消炎口服液,国药准字Z2725416361（国家食药局查询）,江苏济川制药有限公司,340
68,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 63g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1007,固肠止泻丸,国药准字Z2766407062（国家食药局查询）,陕西中医学院制药厂,345
69,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1033,蒲地蓝消炎口服液,国药准字Z2807397763（国家食药局查询）,江苏济川制药有限公司,350
70,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 64g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1059,固肠止泻丸,国药准字Z2848388464（国家食药局查询）,陕西中医学院制药厂,355
71,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1085,蒲地蓝消炎口服液,国药准字Z2889379165（国家食药局查询）,江苏济川制药有限公司,360
72,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 65g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1111,固肠止泻丸,国药准字Z2930369866（国家食药局查询）,陕西中医学院制药厂,365
73,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1137,蒲地蓝消炎口服液,国药准字Z2971360567（国家食药局查询）,江苏济川制药有限公司,370
74,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 66g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1163,固肠止泻丸,国药准字Z3012351268（国家食药局查询）,陕西中医学院制药厂,375
75,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1189,蒲地蓝消炎口服液,国药准字Z3053341969（国家食药局查询）,江苏济川制药有限公司,380
76,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 67g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1215,固肠止泻丸,国药准字Z3094332670（国家食药局查询）,陕西中医学院制药厂,385
77,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1241,蒲地蓝消炎口服液,国药准字Z3135323371（国家食药局查询）,江苏济川制药有限公司,390
78,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 68g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1267,固肠止泻丸,国药准字Z3176314072（国家食药局查询）,陕西中医学院制药厂,395
79,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1293,蒲地蓝消炎口服液,国药准字Z3217304773（国家食药局查询）,江苏济川制药有限公司,400
80,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 69g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1319,固肠止泻丸,国药准字Z3258295474（国家食药局查询）,陕西中医学院制药厂,405
81,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1345,蒲地蓝消炎口服液,国药准字Z3299286175（国家食药局查询）,江苏济川制药有限公司,410
82,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 70g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1371,固肠止泻丸,国药准字Z3340276876（国家食药局查询）,陕西中医学院制药厂,415
83,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1397,蒲地蓝消炎口服液,国药准字Z3381267577（国家食药局查询）,江苏济川制药有限公司,420
84,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 71g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1423,固肠止泻丸,国药准字Z3422258278（国家食药局查询）,陕西中医学院制药厂,425
85,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1449,蒲地蓝消炎口服液,国药准字Z3463248979（国家食药局查询）,江苏济川制药有限公司,430
86,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 72g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1475,固肠止泻丸,国药准字Z3504239680（国家食药局查询）,陕西中医学院制药厂,435
87,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1501,蒲地蓝消炎口服液,国药准字Z3545230381（国家食药局查询）,江苏济川制药有限公司,440
88,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 73g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1527,固肠止泻丸,国药准字Z3586221082（国家食药局查询）,陕西中医学院制药厂,445
89,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1553,蒲地蓝消炎口服液,国药准字Z3627211783（国家食药局查询）,江苏济川制药有限公司,450
90,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 74g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1579,固肠止泻丸,国药准字Z3668202484（国家食药局查询）,陕西中医学院制药厂,455
91,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1605,蒲地蓝消炎口服液,国药准字Z3709193185（国家食药局查询）,江苏济川制药有限公司,460
92,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 75g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1631,固肠止泻丸,国药准字Z3750183886（国家食药局查询）,陕西中医学院制药厂,465
93,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1657,蒲地蓝消炎口服液,国药准字Z3791174587（国家食药局查询）,江苏济川制药有限公司,470
94,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 76g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1683,固肠止泻丸,国药准字Z3832165288（国家食药局查询）,陕西中医学院制药厂,475
95,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1709,蒲地蓝消炎口服液,国药准字Z3873155989（国家食药局查询）,江苏济川制药有限公司,480
96,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 77g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1735,固肠止泻丸,国药准字Z3914146690（国家食药局查询）,陕西中医学院制药厂,485
97,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1761,蒲地蓝消炎口服液,国药准字Z3955137391（国家食药局查询）,江苏济川制药有限公司,490
98,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 78g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1787,固肠止泻丸,国药准字Z3996128092（国家食药局查询）,陕西中医学院制药厂,495
99,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1813,蒲地蓝消炎口服液,国药准字Z4037118793（国家食药局查询）,江苏济川制药有限公司,500
100,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,1813,蒲地蓝消炎口服液,国药准字Z4037118793（国家食药局查询）,江苏济川制药有限公司,505
